project,file1,file2,label
leet-code,Java/Binary Tree Level Order Traversal.java,Java/Find All Numbers Disappeared in an Array.java,1
leet-code,Java/207. Course Schedule.java,Java/Sort Color.java,0
leet-code,Java/Path Sum IV.java,Java/Word Break II.java,0
leet-code,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,Java/Exclusive Time of Functions.java,1
leet-code,Java/Backspace String Compare.java,Java/Accounts Merge.java,0
immutables,value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,value-fixture/src-java-17/org/immutables/fixture/jackson3/Foo.java,0
leet-code,Java/221. Maximal Square.java,Java/686. Repeated String Match.java,1
leet-code,Java/LFU Cache.java,Java/Group Shifted Strings.java,0
leet-code,Java/Lowest Common Ancestor of a Binary Tree.java,Java/Serialize and Deserialize Binary Tree.java,1
leet-code,Java/253. Meeting Rooms II.java,Java/98. Validate Binary Search Tree.java,1
leet-code,Java/56. Merge Intervals.java,Java/Merge Intervals.java,1
immutables,value-fixture/src/org/immutables/fixture/serial/StructStyle.java,value-fixture/test/org/immutables/fixture/jackson/XmlNonForcePropertyNamesTest.java,0
leet-code,Java/771. Jewels and Stones.java,Java/Swap Bits.java,1
leet-code,Java/1033. Moving Stones Until Consecutive.java,Java/1146. Snapshot Array.java,1
leet-code,Java/760. Find Anagram Mappings.java,Java/Swap Bits.java,1
leet-code,Java/1216. Valid Palindrome III.java,Java/219. Contains Duplicate II.java,1
leet-code,Java/327. Count of Range Sum.java,Java/415. Add Strings.java,1
leet-code,Java/605. Can Place Flowers.java,Java/[lint]. Product of Array Exclude Itself.java,1
leet-code,Java/Minimum Window Substring.java,Java/Palindrome Partitioning.java,0
leet-code,Java/Russian Doll Envelopes.java,Java/Sort Color.java,0
leet-code,Java/String to Integer (atoi).java,Java/Flip Game II.java,0
leet-code,Java/Median of two Sorted Arrays.java,Java/Subarray Sum.java,0
leet-code,Java/Strobogrammatic Number II.java,Java/Populating Next Right Pointers in Each Node II.java,0
leet-code,Java/Random Pick Index.java,Java/Longest Palindromic Substring.java,0
leet-code,Java/297. Serialize and Deserialize Binary Tree.java,Java/301. Remove Invalid Parentheses.java,1
leet-code,Java/387. First Unique Character in a String.java,Java/Maximal Rectangle.java,1
leet-code,Java/Reverse Integer.java,Java/Accounts Merge.java,0
leet-code,Java/Word Search II.java,Java/Random Pick Index.java,0
immutables,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,value-fixture/src/org/immutables/fixture/builder/huge/HugeParentTwo.java,0
leet-code,Java/319. Bulb Switcher.java,Java/Sort Color.java,0
leet-code,Java/636. Exclusive Time of Functions.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/621. Task Scheduler.java,Java/843. Guess the Word.java,1
leet-code,Java/896. Monotonic Array.java,Java/Merge Intervals.java,1
leet-code,Java/1004. Max Consecutive Ones III.java,Java/Word Ladder II.java,0
leet-code,Java/First Unique Character in a String.java,Java/Interval Sum.java,0
leet-code,Java/Judge Route Circle.java,Java/Segment Tree Build II.java,0
leet-code,Java/Longest Increasing Path in a Matrix.java,Java/Read N Characters Given Read4 II - Call multiple times.java,0
leet-code,Java/Merge Sorted Array II.java,Java/Scramble String.java,1
leet-code,Java/Binary Tree Right Side View.java,Java/Backpack.java,0
leet-code,Java/Palindromic Substrings.java,Java/Island Perimeter.java,0
leet-code,Java/1091. Shortest Path in Binary Matrix.java,Java/724. Find Pivot Index.java,1
leet-code,Java/Segment Tree Build II.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/The Maze.java,Java/The Spiral Matrix II.java,1
leet-code,Java/23. Merge k Sorted Lists.java,Java/345. Reverse Vowels of a String.java,1
leet-code,Java/110. Balanced Binary Tree.java,Java/140. Word Break II.java,1
immutables,value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-fixture/test-java-17/org/immutables/fixture/datatype/DataTest.java,0
leet-code,Java/850. Rectangle Area II.java,Java/Linked List Cycle.java,1
leet-code,Java/Next Permutation.java,Java/Walls and Gates.java,1
leet-code,Java/Longest Palindromic Subsequence.java,Java/Text Justification.java,0
leet-code,Java/34. Find First and Last Position of Element in Sorted Array.java,Java/Bus Routes.java,1
java-design-patterns,microservices-idempotent-consumer/src/main/java/com/iluwatar/idempotentconsumer/RequestService.java,backpressure/src/main/java/com/iluwatar/backpressure/Subscriber.java,0
leet-code,Java/Compare Version Numbers.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/1. Two Sum.java,Java/219. Contains Duplicate II.java,1
leet-code,Java/257. Binary Tree Paths.java,Java/557. Reverse Words in a String III.java,1
leet-code,Java/Binary Tree Longest Consecutive Sequence II.java,Java/Longest Words.java,0
leet-code,Java/Shuffle an Array.java,Java/Sliding Window Maximum.java,1
leet-code,Java/125. Valid Palindrome.java,Java/Word Break.java,1
leet-code,Java/876. Middle of Linked List.java,Java/Strobogrammatic Number.java,1
leet-code,Java/692. Top K Frequent Words.java,"Java/Pow(x, n).java",0
leet-code,Java/67. Add Binary.java,Java/Merge Sorted Array.java,0
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/686. Repeated String Match.java,1
immutables,value-fixture/test/org/immutables/fixture/nullable/TypeuseAnnotationTest.java,generator/src/org/immutables/generator/PostprocessingMachine.java,0
leet-code,Java/Flip Game II.java,Java/Binary Representation.java,0
leet-code,Java/824. Goat Latin.java,Java/Wildcard Matching.java,1
leet-code,Java/Combination Sum III.java,Java/Find All Numbers Disappeared in an Array.java,1
leet-code,Java/359. Logger Rate Limiter.java,Java/410. Split Array Largest Sum.java,1
leet-code,Java/Alien Dictionary.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/23. Merge k Sorted Lists.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,1
leet-code,Java/238. Product of Array Except Self.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/Serialize and Deserialize Binary Tree.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/346. Moving Average from Data Stream.java,Java/Add Two Numbers.java,1
leet-code,Java/219. Contains Duplicate II.java,Java/303. Range Sum Query - Immutable.java,1
immutables,value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,generator/src/org/immutables/generator/Output.java,0
leet-code,Java/350. Intersection of Two Arrays II.java,Java/Maximum Subarray.java,0
leet-code,Java/Decode Ways II.java,Java/Task Scheduler.java,0
leet-code,Java/349. Intersection of Two Arrays.java,Java/Minimum Subarray.java,0
leet-code,Java/639. Decode Ways II.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/850. Rectangle Area II.java,Java/Word Squares.java,1
leet-code,Java/9. Palindrome Number.java,Java/Merge k Sorted Arrays.java,0
leet-code,Java/692. Top K Frequent Words.java,Java/Group Anagrams.java,1
leet-code,Java/636. Exclusive Time of Functions.java,Java/720. Longest Word in Dictionary.java,1
leet-code,Java/Backpack III.java,Java/Binary Tree Vertical Order Traversal.java,0
leet-code,Java/849. Maximize Distance to Closest Person.java,Java/Minimum Subarray.java,0
leet-code,Java/Sliding Window Maximum.java,Java/Inorder Successor in BST.java,0
leet-code,Java/Simplify Path.java,Java/Subset.java,0
leet-code,Java/Read N Characters Given Read4 II - Call multiple times.java,Java/H-Index II.java,0
leet-code,Java/Word Search II.java,Java/Maximize Distance to Closest Person.java,0
leet-code,Java/349. Intersection of Two Arrays.java,Java/Unique Path.java,1
leet-code,Java/114. Flatten Binary Tree to Linked List.java,Java/516. Longest Palindromic Subsequence.java,1
leet-code,Java/206. Reverse Linked List.java,Java/Flatten 2D Vector.java,0
leet-code,Java/327. Count of Range Sum.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/716. Max Stack.java,Java/Binary Tree Paths.java,0
leet-code,Java/Friends Of Appropriate Ages.java,Java/Binary Representation.java,0
leet-code,Java/Exclusive Time of Functions.java,Java/Reverse Linked List.java,1
leet-code,Java/Longest Common Subsequence.java,Java/Jump Game.java,0
immutables,value-fixture/src/org/immutables/fixture/NoParametersConstructor.java,value-fixture/test/org/immutables/fixture/with/WithAllowNullsMapTest.java,0
leet-code,Java/305. Number of Islands II.java,Java/Frog Jump.java,1
leet-code,Java/Heaters.java,Java/Reverse String.java,1
leet-code,Java/694. Number of Distinct Islands.java,Java/Maximum Subarray.java,0
leet-code,Java/Permutation in String.java,Java/Word Search II.java,0
leet-code,Java/21. Merge Two Sorted Lists.java,Java/Segment Tree Build.java,0
leet-code,Java/114. Flatten Binary Tree to Linked List.java,Java/Copy List with Random Pointer.java,1
leet-code,Java/Diameter of Binary Tree.java,Java/[lint]. Segment Tree Query.java,1
leet-code,Java/52. N-Queens II.java,Java/Flatten 2D Vector.java,0
leet-code,Java/1216. Valid Palindrome III.java,Java/21. Merge Two Sorted Lists.java,1
leet-code,Java/Queue Reconstruction by Height.java,Java/Sort Letters by Case.java,0
leet-code,Java/Group Anagrams.java,Java/Subsets II.java,0
leet-code,Java/275. H-Index II.java,Java/Sparse Matrix Multiplication.java,0
leet-code,Java/767. Reorganize String.java,Java/Walls and Gates.java,1
immutables,value-annotations/src/org/immutables/value/Value.java,value-processor/src/org/immutables/value/processor/meta/ValueType.java,1
leet-code,Java/986. Interval List Intersections.java,Java/Ones and Zeroes.java,1
leet-code,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,Java/68. Text Justification.java,1
leet-code,Java/68. Text Justification.java,Java/Backpack.java,0
immutables,value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordStaged.java,0
leet-code,Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Sliding Puzzle.java,1
leet-code,Java/297. Serialize and Deserialize Binary Tree.java,Java/373. Find K Pairs with Smallest Sums.java,1
leet-code,Java/Maximum Average Subarray I.java,Java/Trapping Rain Water II.java,0
leet-code,Java/408. Valid Word Abbreviation.java,Java/Binary Tree Vertical Order Traversal.java,0
leet-code,Java/Redundant Connection II.java,Java/LRU Cache.java,0
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/H-Index.java,0
leet-code,Java/229. Majority Element II.java,Java/Longest Continuous Increasing Subsequence.java,0
leet-code,Java/112. Path Sum.java,Java/Top K Frequent Words.java,0
leet-code,Java/743. Network Delay Time.java,Java/Valid Number.java,0
leet-code,Java/Strobogrammatic Number.java,Java/Unique Path.java,1
leet-code,Java/149. Max Points on a Line.java,Java/Subarray Sum Closest.java,0
leet-code,Java/448. Find All Numbers Disappeared in an Array.java,Java/Subset.java,0
leet-code,Java/Segment Tree Query.java,Java/Sort Color.java,0
leet-code,Java/Climbing Stairs.java,Java/Evaluate Division.java,0
leet-code,Java/1043. Partition Array for Maximum Sum.java,Java/169. Majority Element.java,1
leet-code,Java/71. Simplify Path.java,Java/One Edit Distance.java,0
leet-code,Java/Combination Sum III.java,Java/Permutation in String.java,1
leet-code,Java/1048. Longest String Chain.java,Java/88. Merge Sorted Array.java,1
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/Sort Color.java,0
leet-code,Java/259. 3Sum Smaller.java,Java/Max Sum of Rectangle No Larger Than K.java,1
leet-code,Java/156. Binary Tree Upside Down.java,Java/235. Lowest Common Ancestor of a Binary Search Tree.java,1
leet-code,Java/136. Single Number.java,Java/Linked List Cycle II.java,0
leet-code,Java/Construct Binary Tree from Inorder and Postorder Traversal.java,Java/Two Sum.java,0
leet-code,Java/Word Search.java,Java/Evaluate Division.java,0
leet-code,Java/315. Count of Smaller Numbers After Self.java,Java/Populating Next Right Pointers in Each Node II.java,0
leet-code,Java/341. Flatten Nested List Iterator.java,Java/Count of Smaller Number.java,0
leet-code,Java/893. Groups of Special-Equivalent Strings.java,Java/Binary Gap.java,1
leet-code,Java/1026. Maximum Difference Between Node and Ancestor.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/771. Jewels and Stones.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/[lint]. Nth to Last Node in List.java,1
leet-code,Java/Binary Tree Inorder Traversal.java,Java/Paint House.java,1
leet-code,Java/237. Delete Node in a Linked List.java,Java/Connecting Graph.java,1
leet-code,Java/1004. Max Consecutive Ones III.java,Java/Best Time to Buy and Sell Stock II.java,0
leet-code,GenerateCodeTable.java,Java/493. Reverse Pairs.java,1
leet-code,Java/169. Majority Element.java,Java/Combination Sum II.java,1
immutables,generator-processor/src/org/immutables/generator/processor/Accessors.java,value-fixture/test/org/immutables/fixture/generatorext/RewriteTest.java,0
leet-code,Java/745. Prefix and Suffix Search.java,Java/Combination Sum.java,1
leet-code,Java/287. Find the Duplicate Number.java,Java/Shortest Distance from All Buildings.java,1
leet-code,Java/Path Sum IV.java,Java/Task Scheduler.java,0
leet-code,Java/438. Find All Anagrams in a String.java,Java/Compare Version Numbers.java,1
leet-code,Java/83. Remove Duplicates from Sorted List.java,Java/Word Break II.java,0
leet-code,Java/308. Range Sum Query 2D - Mutable.java,Java/Palindrome Linked List.java,0
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/261. Graph Valid Tree.java,1
leet-code,Java/322. Coin Change.java,Java/Reshape the Matrix.java,1
leet-code,Java/23. Merge k Sorted Lists.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/Decode Ways.java,Java/Binary Tree Paths.java,0
leet-code,Java/383. Ransom Note.java,Java/Connecting Graph.java,1
leet-code,Java/112. Path Sum.java,Java/Wildcard Matching.java,1
leet-code,Java/Power of Two.java,Java/Move Zeroes.java,0
leet-code,Java/747. Largest Number At Least Twice of Others.java,Java/2 Sum.java,0
leet-code,Java/1108. Defanging an IP Address.java,Java/1249. Minimum Remove to Make Valid Parentheses.java,1
leet-code,Java/Exclusive Time of Functions.java,Java/Friends Of Appropriate Ages.java,1
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/239. Sliding Window Maximum.java,1
leet-code,Java/Maximum Subarray II.java,Java/Random Pick Index.java,0
leet-code,Java/319. Bulb Switcher.java,Java/Sliding Puzzle.java,1
leet-code,Java/152. Maximum Product Subarray.java,Java/Data Stream Median.java,0
leet-code,Java/485. Max Consecutive Ones.java,Java/Reverse Words in a String.java,1
leet-code,Java/26.Remove Duplicates from Sorted Array.java,Java/Max Points on a Line.java,0
leet-code,Java/Permutations II.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/234. Palindrome Linked List.java,Java/Path Sum IV.java,1
java-design-patterns,thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/VipGuestCheckInTaskTest.java,backpressure/src/main/java/com/iluwatar/backpressure/Publisher.java,0
immutables,value-fixture/src/org/immutables/fixture/jackson3/Foo.java,value-fixture/src/org/immutables/fixture/nullable/typeuse/JSpecifyRec.java,0
leet-code,Java/272. Closest Binary Search Tree Value II.java,Java/5. Longest Palindromic Substring.java,1
leet-code,Java/[lint]. 3 Sum Closest.java,Java/Evaluate Division.java,0
leet-code,Java/Combination Sum III.java,Java/Multiply Strings.java,0
leet-code,Java/1060. Missing Element in Sorted Array.java,Java/Longest Common Substring.java,0
java-design-patterns,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/WeatherSubscriber.java,publish-subscribe/src/test/java/com/iluwatar/publish/subscribe/model/TopicTest.java,1
leet-code,Java/140. Word Break II.java,Java/Subarray Sum Equals K.java,1
leet-code,Java/[lint]. Heapify.java,Java/Best Time to Buy and Sell Stock III.java,0
leet-code,Java/101. Symmetric Tree.java,Java/893. Groups of Special-Equivalent Strings.java,1
leet-code,Java/Merge Intervals.java,Java/Segment Tree Query II.java,0
leet-code,Java/303. Range Sum Query - Immutable.java,Java/Longest Words.java,0
leet-code,Java/42. Trapping Rain Water.java,Java/Add Digits.java,1
immutables,value-fixture/src-java-17/org/immutables/fixture/jackson3/MinimumAnnotationsMapped.java,value-fixture/test-java-17/org/immutables/fixture/j17/RecordTest.java,0
immutables,value-processor/src/org/immutables/value/processor/meta/UnshadeJackson3.java,datatype/test/org/immutables/datatype/Dtt.java,0
leet-code,Java/12. Integer to Roman.java,Java/String to Integer (atoi).java,0
leet-code,Java/760. Find Anagram Mappings.java,Java/[HackerRank]. Change to Anagram.java,1
leet-code,Java/Missing Number.java,Java/One Edit Distance.java,0
leet-code,Java/207. Course Schedule.java,Java/Edit Distance.java,0
leet-code,Java/Number of Connected Components in an Undirected Graph.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/Longest Univalue Path.java,Java/Longest Common Substring.java,0
leet-code,Java/Walls and Gates.java,Java/Segment Tree Query II.java,0
leet-code,Java/221. Maximal Square.java,Java/Queue Reconstruction by Height.java,1
leet-code,Java/Anagrams.java,Java/Reverse Linked List II .java,0
leet-code,Java/21. Merge Two Sorted Lists.java,Java/896. Monotonic Array.java,1
leet-code,Java/156. Binary Tree Upside Down.java,Java/304. Range Sum Query 2D - Immutable.java,1
leet-code,Java/Read N Characters Given Read4.java,Java/Minimum Depth of Binary Tree.java,0
leet-code,Java/Ones and Zeroes.java,Java/Shortest Palindrome.java,1
java-design-patterns,thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/AppTest.java,actor-model/src/main/java/com/iluwatar/actormodel/Actor.java,0
leet-code,Java/20. Valid Parentheses.java,Java/[lint]. Anagrams.java,1
leet-code,Java/686. Repeated String Match.java,Java/Palindrome Pairs.java,1
leet-code,Java/[tool]. Hash Function.java,Java/3 Sum.java,0
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/Best Time to Buy and Sell Stock III.java,0
leet-code,Java/222. Count Complete Tree Nodes.java,Java/[lint]. Segment Tree Query.java,1
leet-code,Java/557. Reverse Words in a String III.java,Java/Binary Representation.java,0
leet-code,Java/Robot Room Cleaner.java,Java/Validate Binary Search Tree.java,1
leet-code,Java/297. Serialize and Deserialize Binary Tree.java,Java/Connecting Graph II.java,1
leet-code,Java/852. Peak Index in a Mountain Array.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/345. Reverse Vowels of a String.java,Java/893. Groups of Special-Equivalent Strings.java,1
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/[lint]. Segment Tree Query.java,1
leet-code,Java/204. Count Primes.java,Java/LFU Cache.java,1
leet-code,Java/Coins in a Line III.java,Java/Excel Sheet Column Title.java,0
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Climbing Stairs.java,1
leet-code,Java/[lint]. Subarray Sum.java,Java/Kth Smallest Element in a Sorted Matrix.java,0
leet-code,Java/Word Break.java,Java/Word Ladder II.java,0
leet-code,Java/270. Closest Binary Search Tree Value.java,Java/Intersection of Two Arrays.java,0
immutables,value-fixture/src/org/immutables/fixture/builder/from/ChildOfHugeParents.java,value-fixture/src/org/immutables/fixture/builder/huge/CompactTypes.java,0
leet-code,Java/Contiguous Array.java,Java/Encode and Decode TinyURL.java,1
leet-code,Java/427. Construct Quad Tree.java,Java/Predict the Winner.java,1
leet-code,Java/173. Binary Search Tree Iterator.java,Java/278. First Bad Version.java,1
leet-code,Java/432. All One Data Structure.java,Java/[lint]. Segment Tree Query.java,1
leet-code,Java/234. Palindrome Linked List.java,Java/[tool]. Hash Function.java,1
leet-code,Java/Copy List with Random Pointer.java,Java/Generate Parentheses.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/Longest Valid Parentheses.java,1
leet-code,Java/686. Repeated String Match.java,Java/852. Peak Index in a Mountain Array.java,1
leet-code,Java/299. Bulls and Cows.java,Java/Interval Sum.java,0
leet-code,Java/189. Rotate Array.java,Java/Binary Tree Zigzag Level Order Traversal.java,1
leet-code,Java/Permutation in String.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Target Sum.java,1
leet-code,Java/745. Prefix and Suffix Search.java,Java/Best Time to Buy and Sell Stock II.java,0
leet-code,Java/170. Two Sum III - Data structure design.java,Java/Binary Tree Inorder Traversal.java,1
leet-code,Java/1041. Robot Bounded In Circle.java,Java/Friends Of Appropriate Ages.java,1
leet-code,Java/253. Meeting Rooms II.java,Java/Design Search Autocomplete System.java,1
leet-code,Java/953. Verifying an Alien Dictionary.java,Java/Binary Tree Zigzag Level Order Traversal.java,1
leet-code,Java/1. Two Sum.java,Java/[HackerRank]. Change to Anagram.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/Word Search II.java,0
leet-code,Java/Maximum Vacation Days.java,Java/Longest Common Substring.java,0
leet-code,Java/Connecting Graph.java,Java/Max Sum of Rectangle No Larger Than K.java,1
leet-code,Java/Backspace String Compare.java,Java/Binary Tree Postorder Traversal.java,1
leet-code,Java/410. Split Array Largest Sum.java,Java/Combination Sum.java,1
leet-code,Java/62. Unique Path.java,Java/Redundant Connection.java,1
leet-code,Java/277. Find the Celebrity.java,Java/852. Peak Index in a Mountain Array.java,1
leet-code,Java/Robot Room Cleaner.java,Java/The Skyline Problem.java,0
leet-code,Java/1219. Path with Maximum Gold.java,Java/56. Merge Intervals.java,1
immutables,value-processor/src/org/immutables/value/processor/encode/SourceStructureGet.java,value-fixture/src/org/immutables/fixture/CheckWithPlainConstructor.java,0
leet-code,Java/1146. Snapshot Array.java,Java/Shortest Distance from All Buildings.java,1
java-design-patterns,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Cart.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/App.java,0
leet-code,Java/14. Longest Common Prefix.java,Java/The Skyline Problem.java,0
leet-code,Java/427. Construct Quad Tree.java,Java/850. Rectangle Area II.java,1
leet-code,Java/Exclusive Time of Functions.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/796. Rotate String.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/727. Minimum Window Subsequence.java,Java/Longest Univalue Path.java,1
java-design-patterns,publish-subscribe/src/test/java/com/iluwatar/publish/subscribe/AppTest.java,backpressure/src/test/java/com/iluwatar/backpressure/AppTest.java,0
leet-code,Java/383. Ransom Note.java,Java/64. Minimum Path Sum.java,1
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Kth Largest Element in an Array.java,1
leet-code,Java/[lint]. Subarray Sum.java,Java/Longest Words.java,0
leet-code,Java/238. Product of Array Except Self.java,Java/88. Merge Sorted Array.java,1
leet-code,Java/414. Third Maximum Number.java,Java/Contiguous Array.java,1
leet-code,Java/1091. Shortest Path in Binary Matrix.java,Java/Path Sum III.java,1
leet-code,Java/125. Valid Palindrome.java,Java/Validate Binary Search Tree.java,1
leet-code,Java/157. Read N Characters Given Read4.java,Java/78. Subsets.java,1
leet-code,Java/Reshape the Matrix.java,Java/[tool] Quick Select - Median.java,1
leet-code,Java/98. Validate Binary Search Tree.java,Java/The Maze.java,1
leet-code,Java/28. Implement strStr().java,Java/Accounts Merge.java,0
leet-code,Java/Find the Celebrity.java,Java/Roman to Integer.java,0
leet-code,Java/1040. Moving Stones Until Consecutive II.java,Java/Strobogrammatic Number II.java,0
leet-code,Java/Basic Calculator.java,Java/Max Points on a Line.java,0
leet-code,Java/387. First Unique Character in a String.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,1
leet-code,Java/307. Range Sum Query - Mutable.java,Java/N-Queens.java,1
leet-code,Java/222. Count Complete Tree Nodes.java,Java/561. Array Partition I.java,1
leet-code,Java/496. Next Greater Element I.java,Java/Search Rotated in Sorted Array.java,0
leet-code,Java/245. Shortest Word Distance III.java,Java/Redundant Connection II.java,1
leet-code,Java/Wildcard Matching.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/1197. Minimum Knight Moves.java,Java/Next Closest Time.java,1
leet-code,Java/843. Guess the Word.java,Java/Merge Two Binary Trees.java,1
leet-code,Java/Guess Number Higher or Lower.java,Java/k Sum.java,1
leet-code,Java/211. Add and Search Word - Data structure design.java,Java/Paint House II.java,0
leet-code,Java/125. Valid Palindrome.java,Java/Random Pick Index.java,0
leet-code,Java/Robot Room Cleaner.java,Java/Subarray Sum Closest.java,0
leet-code,Java/408. Valid Word Abbreviation.java,Java/Meeting Rooms II.java,0
immutables,generator/src/org/immutables/generator/ClasspathAvailability.java,value-fixture/src/org/immutables/fixture/nullable/typeuse/JSpecifyRec.java,0
leet-code,Java/[tool]. UnionFind.java,Java/Minimum Size Subarray Sum.java,0
immutables,generator/src/org/immutables/generator/PostprocessingMachine.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,0
leet-code,Java/Add Two Numbers.java,Java/Valid Palindrome II.java,0
leet-code,Java/Best Time to Buy and Sell Stock with Cooldown.java,Java/Sort Colors II.java,0
leet-code,Java/314. Binary Tree Vertical Order Traversal.java,Java/Minimum Subarray.java,0
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Kth Smallest Element in a Sorted Matrix.java,0
leet-code,Java/278. First Bad Version.java,Java/LFU Cache.java,1
leet-code,Java/1040. Moving Stones Until Consecutive II.java,Java/1048. Longest String Chain.java,1
leet-code,Java/243. Shortest Word Distance.java,Java/26.Remove Duplicates from Sorted Array.java,1
leet-code,Java/Convert Binary Search Tree to Sorted Doubly Linked List (in place).java,Java/Longest Palindromic Substring.java,0
leet-code,Java/Connecting Graph.java,Java/Pascal's Triangle II.java,1
leet-code,Java/843. Guess the Word.java,Java/First Unique Character in a String.java,1
leet-code,Java/277. Find the Celebrity.java,Java/278. First Bad Version.java,1
leet-code,Java/796. Rotate String.java,Java/9. Palindrome Number.java,1
leet-code,Java/208. Implement Trie (Prefix Tree).java,Java/Count of Smaller Numbers After Self.java,1
leet-code,Java/200. Number of Islands.java,Java/Sort Color.java,0
leet-code,Java/133. Clone Graph.java,Java/205. Isomorphic Strings.java,1
leet-code,Java/716. Max Stack.java,Java/Swap Bits.java,1
leet-code,Java/986. Interval List Intersections.java,Java/Read N Characters Given Read4.java,1
leet-code,Java/208. Implement Trie (Prefix Tree).java,Java/Largest Number.java,0
leet-code,Java/103. Binary Tree Zigzag Level Order Traversal.java,Java/Pascal's Triangle II.java,1
leet-code,Java/Permutation in String.java,Java/Strobogrammatic Number.java,1
leet-code,Java/140. Word Break II.java,Java/Word Break II.java,0
leet-code,Java/796. Rotate String.java,Java/Heapify.java,0
leet-code,Java/206. Reverse Linked List.java,Java/698. Partition to K Equal Sum Subsets.java,1
leet-code,Java/112. Path Sum.java,Java/49. Group Anagrams.java,1
leet-code,Java/169. Majority Element.java,Java/Multiply Strings.java,0
leet-code,Java/1057. Campus Bikes.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List.java,0
leet-code,Java/124. Binary Tree Maximum Path Sum.java,Java/518. Coin Change 2.java,1
leet-code,Java/88. Merge Sorted Array.java,Java/Heaters.java,1
leet-code,Java/387. First Unique Character in a String.java,Java/[lint]. Anagrams.java,1
leet-code,Java/Add and Search Word - Data structure design.java,Java/H-Index.java,0
leet-code,Java/1108. Defanging an IP Address.java,Java/Maximal Rectangle.java,1
leet-code,Java/[tool]. MergeSort.java,Java/Minimum Depth of Binary Tree.java,0
leet-code,Java/134. Gas Station.java,Java/Sort Colors.java,0
leet-code,Java/Hamming Distance.java,Java/House Robber.java,1
leet-code,Java/78. Subsets.java,Java/Climbing Stairs.java,1
leet-code,Java/361. Bomb Enemy.java,Java/414. Third Maximum Number.java,1
leet-code,Java/Jump Game II.java,Java/Flip Game II.java,0
leet-code,Java/359. Logger Rate Limiter.java,Java/Best Time to Buy and Sell Stock with Transaction Fee.java,1
leet-code,Java/1161. Maximum Level Sum of a Binary Tree.java,Java/893. Groups of Special-Equivalent Strings.java,1
leet-code,Java/140. Word Break II.java,Java/Number of Digit One.java,1
leet-code,Java/69. Sqrt(x).java,Java/Palindrome Partitioning.java,0
leet-code,Java/716. Max Stack.java,Java/[tool]. Topological Sorting.java,1
leet-code,Java/199. Binary Tree Right Side View.java,Java/Walls and Gates.java,1
